ds,yhat,pizza_name_id
2015-01-01,3.70356842542074,bbq_ckn_l
2015-01-02,3.7329520264902687,bbq_ckn_l
2015-01-03,3.781593919533276,bbq_ckn_l
2015-01-04,2.8451744977396505,bbq_ckn_l
2015-01-05,2.9259615900916796,bbq_ckn_l
2015-01-06,2.577184016788432,bbq_ckn_l
2015-01-07,2.4523726788356615,bbq_ckn_l
2015-01-08,2.943852196491384,bbq_ckn_l
2015-01-09,3.0436791830389263,bbq_ckn_l
2015-01-10,3.173332783004934,bbq_ckn_l
2015-01-11,2.3268645701994872,bbq_ckn_l
2015-01-12,2.5046908486938015,bbq_ckn_l
2015-01-13,2.2580111836860923,bbq_ckn_l
2015-01-14,2.2381993499451305,bbq_ckn_l
2015-01-15,2.8353483924872718,bbq_ckn_l
2015-01-16,3.039264464898576,bbq_ckn_l
2015-01-17,3.269213589759607,bbq_ckn_l
2015-01-18,2.5171269298338084,bbq_ckn_l
2015-01-19,2.781446126395617,bbq_ckn_l
2015-01-21,2.657395221964957,bbq_ckn_l
2015-01-22,3.3076882278661754,bbq_ckn_l
2015-01-23,3.55132075228777,bbq_ckn_l
2015-01-24,3.8069335837608405,bbq_ckn_l
2015-01-25,3.066176773030538,bbq_ckn_l
2015-01-26,3.327559749649138,bbq_ckn_l
2015-01-27,3.1409147496417673,bbq_ckn_l
2015-01-28,3.156818561423235,bbq_ckn_l
2015-01-29,3.7651534914246656,bbq_ckn_l
2015-01-30,3.9561018272415027,bbq_ckn_l
2015-01-31,4.149877973158439,bbq_ckn_l
2015-02-01,3.339904293497245,bbq_ckn_l
2015-02-02,3.5266130701081657,bbq_ckn_l
2015-02-03,3.2618582207986173,bbq_ckn_l
2015-02-04,3.1982831361129245,bbq_ckn_l
2015-02-05,3.7278271733774027,bbq_ckn_l
2015-02-06,3.8426664210314714,bbq_ckn_l
2015-02-07,3.964894447288039,bbq_ckn_l
2015-02-08,3.0896504419031032,bbq_ckn_l
2015-02-09,3.2188784357915545,bbq_ckn_l
2015-02-10,2.905702361881493,bbq_ckn_l
2015-02-12,3.3057093736412084,bbq_ckn_l
2015-02-13,3.4041125930461353,bbq_ckn_l
2015-02-14,3.5211552414236675,bbq_ckn_l
2015-02-15,2.651756602928333,bbq_ckn_l
2015-02-16,2.797345520335424,bbq_ckn_l
2015-02-17,2.5102557752867303,bbq_ckn_l
2015-02-18,2.4430920682965294,bbq_ckn_l
2015-02-19,2.9872488681874656,bbq_ckn_l
2015-02-20,3.1338773860421276,bbq_ckn_l
2015-02-21,3.3036054105768256,bbq_ckn_l
2015-02-22,2.4897161739093763,bbq_ckn_l
2015-02-23,2.691968358728511,bbq_ckn_l
2015-02-24,2.461040165022899,bbq_ckn_l
2015-02-25,2.447942764926532,bbq_ckn_l
2015-02-26,3.0425840611661585,bbq_ckn_l
2015-02-27,3.234776736034771,bbq_ckn_l
2015-02-28,3.443994182666768,bbq_ckn_l
2015-03-01,2.662579496773026,bbq_ckn_l
2015-03-02,2.889588831784799,bbq_ckn_l
2015-03-03,2.6752514325391052,bbq_ckn_l
2015-03-04,2.670391294187577,bbq_ckn_l
2015-03-05,3.2649912108139376,bbq_ckn_l
2015-03-06,3.449193284120041,bbq_ckn_l
2015-03-07,3.6430397966174155,bbq_ckn_l
2015-03-08,2.8396601601157263,bbq_ckn_l
2015-03-09,3.0390859775016468,bbq_ckn_l
2015-03-10,2.792677446669841,bbq_ckn_l
2015-03-11,2.7525071195998,bbq_ckn_l
2015-03-12,3.309882965422896,bbq_ckn_l
2015-03-13,3.456306075888745,bbq_ckn_l
2015-03-14,3.6131682306802513,bbq_ckn_l
2015-03-15,2.774896352332662,bbq_ckn_l
2015-03-16,2.9427271739713396,bbq_ckn_l
2015-03-17,2.6690965630636776,bbq_ckn_l
2015-03-18,2.6069906200130415,bbq_ckn_l
2015-03-19,3.1484414668339484,bbq_ckn_l
2015-03-20,3.2854638621497143,bbq_ckn_l
2015-03-21,3.4397384659447194,bbq_ckn_l
2015-03-22,2.6057491808621465,bbq_ckn_l
2015-03-23,2.78455806987818,bbq_ckn_l
2015-03-24,2.5282022453574093,bbq_ckn_l
2015-03-25,2.4890595772804183,bbq_ckn_l
2015-03-26,3.058365651070701,bbq_ckn_l
2015-03-27,3.2271774272902736,bbq_ckn_l
2015-03-28,3.4160885653885904,bbq_ckn_l
2015-03-29,2.6184028254948197,bbq_ckn_l
2015-03-30,2.8339479139840127,bbq_ckn_l
2015-03-31,2.613512950026325,bbq_ckn_l
2015-04-02,3.20825674747979,bbq_ckn_l
2015-04-03,3.403526752831041,bbq_ckn_l
2015-04-04,3.613750657777377,bbq_ckn_l
2015-04-05,2.8314940870589296,bbq_ckn_l
2015-04-06,3.056041412155883,bbq_ckn_l
2015-04-07,2.83785185183943,bbq_ckn_l
2015-04-08,2.8279780220552277,bbq_ckn_l
2015-04-09,3.4166276944905163,bbq_ckn_l
2015-04-10,3.594162791520053,bbq_ckn_l
2015-04-11,3.780839443865725,bbq_ckn_l
2015-04-12,2.969994714665039,bbq_ckn_l
2015-04-13,3.1618618951969903,bbq_ckn_l
2015-04-14,2.9079974513413145,bbq_ckn_l
2015-04-15,2.8606654717285407,bbq_ckn_l
2015-04-16,3.411361401356252,bbq_ckn_l
2015-04-17,3.5517702373384537,bbq_ckn_l
2015-04-18,3.7034642535687814,bbq_ckn_l
2015-04-19,2.861047151089479,bbq_ckn_l
2015-04-20,3.025927848550471,bbq_ckn_l
2015-04-21,2.7507082764897657,bbq_ckn_l
2015-04-22,2.6885322484401186,bbq_ckn_l
2015-04-23,3.231578315085735,bbq_ckn_l
2015-04-24,3.3719927669456258,bbq_ckn_l
2015-04-25,3.531568677211573,bbq_ckn_l
2015-04-27,2.8930439840699425,bbq_ckn_l
2015-04-28,2.6481276100095146,bbq_ckn_l
