pizza_name_id,quantity,order_date,pizza_category
hawaiian_m,1,2015-01-01,Classic
classic_dlx_m,1,2015-01-01,Classic
five_cheese_l,1,2015-01-01,Veggie
ital_supr_l,1,2015-01-01,Supreme
mexicana_m,1,2015-01-01,Veggie
thai_ckn_l,1,2015-01-01,Chicken
ital_supr_m,1,2015-01-01,Supreme
prsc_argla_l,1,2015-01-01,Supreme
ital_supr_m,1,2015-01-01,Supreme
ital_supr_m,1,2015-01-01,Supreme
bbq_ckn_s,1,2015-01-01,Chicken
the_greek_s,1,2015-01-01,Classic
spinach_supr_s,1,2015-01-01,Supreme
spinach_supr_s,1,2015-01-01,Supreme
classic_dlx_s,1,2015-01-01,Classic
green_garden_s,1,2015-01-01,Veggie
ital_cpcllo_l,1,2015-01-01,Classic
ital_supr_l,1,2015-01-01,Supreme
ital_supr_s,1,2015-01-01,Supreme
mexicana_s,1,2015-01-01,Veggie
spicy_ital_l,1,2015-01-01,Supreme
spin_pesto_l,1,2015-01-01,Veggie
veggie_veg_s,1,2015-01-01,Veggie
mexicana_l,1,2015-01-01,Veggie
southw_ckn_l,1,2015-01-01,Chicken
bbq_ckn_l,1,2015-01-01,Chicken
cali_ckn_l,1,2015-01-01,Chicken
cali_ckn_m,1,2015-01-01,Chicken
pepperoni_l,1,2015-01-01,Classic
cali_ckn_l,1,2015-01-01,Chicken
cali_ckn_s,1,2015-01-01,Chicken
ckn_pesto_l,1,2015-01-01,Chicken
ital_supr_m,1,2015-01-01,Supreme
mexicana_l,1,2015-01-01,Veggie
the_greek_s,1,2015-01-01,Classic
big_meat_s,1,2015-01-01,Classic
bbq_ckn_l,1,2015-01-01,Chicken
calabrese_m,1,2015-01-01,Supreme
five_cheese_l,1,2015-01-01,Veggie
four_cheese_m,1,2015-01-01,Veggie
ital_supr_m,1,2015-01-01,Supreme
ital_veggie_s,1,2015-01-01,Veggie
mediterraneo_m,2,2015-01-01,Veggie
mexicana_l,1,2015-01-01,Veggie
peppr_salami_s,1,2015-01-01,Supreme
spinach_fet_l,1,2015-01-01,Veggie
napolitana_l,1,2015-01-01,Classic
ital_cpcllo_l,1,2015-01-01,Classic
sicilian_l,1,2015-01-01,Supreme
big_meat_s,1,2015-01-01,Classic
five_cheese_l,1,2015-01-01,Veggie
ital_cpcllo_l,1,2015-01-01,Classic
five_cheese_l,1,2015-01-01,Veggie
ital_cpcllo_m,1,2015-01-01,Classic
southw_ckn_l,1,2015-01-01,Chicken
southw_ckn_s,1,2015-01-01,Chicken
bbq_ckn_m,1,2015-01-01,Chicken
ital_cpcllo_m,1,2015-01-01,Classic
pepperoni_m,1,2015-01-01,Classic
prsc_argla_s,1,2015-01-01,Supreme
sicilian_m,1,2015-01-01,Supreme
thai_ckn_l,1,2015-01-01,Chicken
classic_dlx_s,1,2015-01-01,Classic
veggie_veg_l,1,2015-01-01,Veggie
bbq_ckn_l,1,2015-01-01,Chicken
classic_dlx_m,1,2015-01-01,Classic
spinach_fet_l,1,2015-01-01,Veggie
ckn_alfredo_s,1,2015-01-01,Chicken
green_garden_s,1,2015-01-01,Veggie
thai_ckn_l,1,2015-01-01,Chicken
mexicana_m,1,2015-01-01,Veggie
pepperoni_s,1,2015-01-01,Classic
big_meat_s,1,2015-01-01,Classic
green_garden_l,1,2015-01-01,Veggie
ital_cpcllo_l,1,2015-01-01,Classic
ital_supr_m,1,2015-01-01,Supreme
bbq_ckn_l,1,2015-01-01,Chicken
green_garden_s,1,2015-01-01,Veggie
the_greek_s,1,2015-01-01,Classic
green_garden_m,1,2015-01-01,Veggie
pep_msh_pep_l,1,2015-01-01,Classic
pepperoni_m,1,2015-01-01,Classic
thai_ckn_l,1,2015-01-01,Chicken
bbq_ckn_m,1,2015-01-01,Chicken
classic_dlx_m,1,2015-01-01,Classic
ital_supr_l,1,2015-01-01,Supreme
mexicana_l,1,2015-01-01,Veggie
hawaiian_s,1,2015-01-01,Classic
ital_cpcllo_l,1,2015-01-01,Classic
ital_supr_l,1,2015-01-01,Supreme
four_cheese_l,1,2015-01-01,Veggie
southw_ckn_s,1,2015-01-01,Chicken
four_cheese_m,1,2015-01-01,Veggie
green_garden_s,1,2015-01-01,Veggie
big_meat_s,1,2015-01-01,Classic
five_cheese_l,1,2015-01-01,Veggie
mexicana_l,1,2015-01-01,Veggie
peppr_salami_m,1,2015-01-01,Supreme
ckn_alfredo_m,1,2015-01-01,Chicken
ital_supr_m,1,2015-01-01,Supreme
peppr_salami_l,1,2015-01-01,Supreme
spin_pesto_s,1,2015-01-01,Veggie
four_cheese_l,1,2015-01-01,Veggie
hawaiian_s,1,2015-01-01,Classic
thai_ckn_m,1,2015-01-01,Chicken
ckn_pesto_l,1,2015-01-01,Chicken
classic_dlx_l,1,2015-01-01,Classic
thai_ckn_m,1,2015-01-01,Chicken
southw_ckn_l,1,2015-01-01,Chicken
veggie_veg_s,1,2015-01-01,Veggie
ckn_pesto_m,1,2015-01-01,Chicken
green_garden_s,1,2015-01-01,Veggie
prsc_argla_l,1,2015-01-01,Supreme
spicy_ital_l,1,2015-01-01,Supreme
sicilian_l,1,2015-01-01,Supreme
the_greek_xl,1,2015-01-01,Classic
bbq_ckn_l,1,2015-01-01,Chicken
pep_msh_pep_l,1,2015-01-01,Classic
hawaiian_l,1,2015-01-01,Classic
mexicana_l,1,2015-01-01,Veggie
spicy_ital_l,1,2015-01-01,Supreme
pep_msh_pep_s,1,2015-01-01,Classic
spinach_supr_m,1,2015-01-01,Supreme
prsc_argla_m,1,2015-01-01,Supreme
thai_ckn_l,1,2015-01-01,Chicken
peppr_salami_s,1,2015-01-01,Supreme
spicy_ital_l,1,2015-01-01,Supreme
classic_dlx_m,1,2015-01-01,Classic
mediterraneo_l,1,2015-01-01,Veggie
southw_ckn_m,1,2015-01-01,Chicken
classic_dlx_m,1,2015-01-01,Classic
five_cheese_l,1,2015-01-01,Veggie
pepperoni_m,1,2015-01-01,Classic
ital_veggie_s,1,2015-01-01,Veggie
pep_msh_pep_s,1,2015-01-01,Classic
pepperoni_l,1,2015-01-01,Classic
ckn_pesto_l,1,2015-01-01,Chicken
four_cheese_m,1,2015-01-01,Veggie
bbq_ckn_m,1,2015-01-01,Chicken
ital_supr_l,1,2015-01-01,Supreme
bbq_ckn_m,1,2015-01-01,Chicken
spinach_supr_m,1,2015-01-01,Supreme
pep_msh_pep_m,1,2015-01-01,Classic
big_meat_s,1,2015-01-01,Classic
pep_msh_pep_s,1,2015-01-01,Classic
sicilian_s,1,2015-01-01,Supreme
spicy_ital_s,1,2015-01-01,Supreme
spinach_supr_m,1,2015-01-01,Supreme
classic_dlx_m,1,2015-01-01,Classic
ital_cpcllo_m,1,2015-01-01,Classic
southw_ckn_l,1,2015-01-01,Chicken
classic_dlx_m,1,2015-01-01,Classic
ital_supr_l,1,2015-01-01,Supreme
ital_supr_m,1,2015-01-01,Supreme
bbq_ckn_l,1,2015-01-01,Chicken
ital_veggie_s,1,2015-01-02,Veggie
soppressata_l,1,2015-01-02,Supreme
thai_ckn_l,1,2015-01-02,Chicken
spinach_fet_l,1,2015-01-02,Veggie
thai_ckn_s,1,2015-01-02,Chicken
five_cheese_l,1,2015-01-02,Veggie
mexicana_l,1,2015-01-02,Veggie
spin_pesto_s,1,2015-01-02,Veggie
spinach_supr_l,1,2015-01-02,Supreme
ital_supr_s,1,2015-01-02,Supreme
mediterraneo_l,1,2015-01-02,Veggie
napolitana_l,1,2015-01-02,Classic
big_meat_s,1,2015-01-02,Classic
hawaiian_l,1,2015-01-02,Classic
ital_veggie_l,1,2015-01-02,Veggie
spicy_ital_l,1,2015-01-02,Supreme
bbq_ckn_m,1,2015-01-02,Chicken
hawaiian_m,1,2015-01-02,Classic
big_meat_s,1,2015-01-02,Classic
classic_dlx_s,1,2015-01-02,Classic
four_cheese_l,1,2015-01-02,Veggie
ital_cpcllo_m,1,2015-01-02,Classic
spicy_ital_l,3,2015-01-02,Supreme
thai_ckn_s,1,2015-01-02,Chicken
ital_cpcllo_l,1,2015-01-02,Classic
pep_msh_pep_s,1,2015-01-02,Classic
thai_ckn_l,1,2015-01-02,Chicken
pepperoni_s,1,2015-01-02,Classic
thai_ckn_m,1,2015-01-02,Chicken
thai_ckn_l,1,2015-01-02,Chicken
big_meat_s,1,2015-01-02,Classic
cali_ckn_m,1,2015-01-02,Chicken
spicy_ital_l,1,2015-01-02,Supreme
veggie_veg_m,1,2015-01-02,Veggie
southw_ckn_s,1,2015-01-02,Chicken
pepperoni_l,1,2015-01-02,Classic
classic_dlx_m,1,2015-01-02,Classic
classic_dlx_s,1,2015-01-02,Classic
ital_supr_l,1,2015-01-02,Supreme
the_greek_m,1,2015-01-02,Classic
hawaiian_l,1,2015-01-02,Classic
ital_cpcllo_m,1,2015-01-02,Classic
mexicana_m,1,2015-01-02,Veggie
spinach_supr_l,1,2015-01-02,Supreme
spinach_supr_s,1,2015-01-02,Supreme
five_cheese_l,1,2015-01-02,Veggie
soppressata_l,1,2015-01-02,Supreme
thai_ckn_l,1,2015-01-02,Chicken
sicilian_l,1,2015-01-02,Supreme
thai_ckn_s,1,2015-01-02,Chicken
bbq_ckn_l,2,2015-01-02,Chicken
ckn_pesto_s,1,2015-01-02,Chicken
pepperoni_s,1,2015-01-02,Classic
bbq_ckn_m,1,2015-01-02,Chicken
ital_supr_l,1,2015-01-02,Supreme
ital_supr_m,1,2015-01-02,Supreme
ital_veggie_s,1,2015-01-02,Veggie
pepperoni_m,1,2015-01-02,Classic
peppr_salami_m,1,2015-01-02,Supreme
spinach_fet_s,1,2015-01-02,Veggie
spinach_supr_s,1,2015-01-02,Supreme
the_greek_m,2,2015-01-02,Classic
sicilian_m,1,2015-01-02,Supreme
ital_cpcllo_m,1,2015-01-02,Classic
southw_ckn_s,1,2015-01-02,Chicken
napolitana_s,1,2015-01-02,Classic
peppr_salami_l,1,2015-01-02,Supreme
napolitana_s,1,2015-01-02,Classic
big_meat_s,1,2015-01-02,Classic
classic_dlx_l,1,2015-01-02,Classic
napolitana_l,1,2015-01-02,Classic
ital_supr_l,1,2015-01-02,Supreme
hawaiian_l,1,2015-01-02,Classic
cali_ckn_l,1,2015-01-02,Chicken
pepperoni_l,1,2015-01-02,Classic
soppressata_l,1,2015-01-02,Supreme
spicy_ital_m,1,2015-01-02,Supreme
bbq_ckn_s,1,2015-01-02,Chicken
prsc_argla_s,1,2015-01-02,Supreme
spinach_supr_s,1,2015-01-02,Supreme
bbq_ckn_m,1,2015-01-02,Chicken
ckn_alfredo_m,1,2015-01-02,Chicken
ital_veggie_m,1,2015-01-02,Veggie
veggie_veg_l,1,2015-01-02,Veggie
hawaiian_s,2,2015-01-02,Classic
pepperoni_l,1,2015-01-02,Classic
prsc_argla_m,1,2015-01-02,Supreme
mexicana_l,1,2015-01-02,Veggie
spicy_ital_l,1,2015-01-02,Supreme
cali_ckn_l,1,2015-01-02,Chicken
ital_supr_m,1,2015-01-02,Supreme
spicy_ital_l,1,2015-01-02,Supreme
veggie_veg_l,1,2015-01-02,Veggie
classic_dlx_l,1,2015-01-02,Classic
hawaiian_l,1,2015-01-02,Classic
spinach_supr_l,1,2015-01-02,Supreme
ital_cpcllo_l,1,2015-01-02,Classic
ital_supr_l,1,2015-01-02,Supreme
pepperoni_m,1,2015-01-02,Classic
prsc_argla_l,1,2015-01-02,Supreme
big_meat_s,1,2015-01-02,Classic
napolitana_l,1,2015-01-02,Classic
soppressata_l,1,2015-01-02,Supreme
spicy_ital_s,1,2015-01-02,Supreme
cali_ckn_m,1,2015-01-02,Chicken
five_cheese_l,1,2015-01-02,Veggie
pepperoni_m,1,2015-01-02,Classic
spin_pesto_l,1,2015-01-02,Veggie
pepperoni_s,1,2015-01-02,Classic
cali_ckn_l,1,2015-01-02,Chicken
mexicana_l,1,2015-01-02,Veggie
southw_ckn_m,1,2015-01-02,Chicken
pepperoni_l,1,2015-01-02,Classic
sicilian_s,1,2015-01-02,Supreme
big_meat_s,1,2015-01-02,Classic
napolitana_l,1,2015-01-02,Classic
thai_ckn_m,1,2015-01-02,Chicken
five_cheese_l,1,2015-01-02,Veggie
peppr_salami_m,1,2015-01-02,Supreme
sicilian_l,1,2015-01-02,Supreme
prsc_argla_l,1,2015-01-02,Supreme
spinach_fet_s,1,2015-01-02,Veggie
four_cheese_m,1,2015-01-02,Veggie
classic_dlx_s,1,2015-01-02,Classic
hawaiian_s,1,2015-01-02,Classic
spinach_fet_l,1,2015-01-02,Veggie
bbq_ckn_m,1,2015-01-02,Chicken
four_cheese_l,1,2015-01-02,Veggie
sicilian_l,1,2015-01-02,Supreme
southw_ckn_l,1,2015-01-02,Chicken
ital_supr_m,1,2015-01-02,Supreme
ital_cpcllo_s,1,2015-01-02,Classic
bbq_ckn_s,1,2015-01-02,Chicken
sicilian_l,1,2015-01-02,Supreme
spicy_ital_l,1,2015-01-02,Supreme
the_greek_s,1,2015-01-02,Classic
the_greek_xl,1,2015-01-02,Classic
veggie_veg_l,1,2015-01-02,Veggie
pepperoni_m,1,2015-01-02,Classic
spicy_ital_s,1,2015-01-02,Supreme
big_meat_s,1,2015-01-02,Classic
the_greek_m,1,2015-01-02,Classic
hawaiian_s,1,2015-01-02,Classic
ital_cpcllo_l,1,2015-01-02,Classic
mexicana_m,1,2015-01-02,Veggie
southw_ckn_s,1,2015-01-02,Chicken
ckn_pesto_l,1,2015-01-02,Chicken
five_cheese_l,1,2015-01-02,Veggie
the_greek_s,1,2015-01-02,Classic
big_meat_s,1,2015-01-02,Classic
southw_ckn_l,1,2015-01-02,Chicken
spinach_supr_s,1,2015-01-02,Supreme
veggie_veg_l,1,2015-01-02,Veggie
five_cheese_l,1,2015-01-02,Veggie
peppr_salami_s,1,2015-01-02,Supreme
mediterraneo_l,1,2015-01-03,Veggie
pepperoni_s,1,2015-01-03,Classic
spicy_ital_m,1,2015-01-03,Supreme
cali_ckn_m,1,2015-01-03,Chicken
four_cheese_l,1,2015-01-03,Veggie
ital_veggie_l,1,2015-01-03,Veggie
sicilian_m,1,2015-01-03,Supreme
five_cheese_l,1,2015-01-03,Veggie
prsc_argla_s,1,2015-01-03,Supreme
veggie_veg_m,1,2015-01-03,Veggie
classic_dlx_m,1,2015-01-03,Classic
green_garden_m,1,2015-01-03,Veggie
cali_ckn_s,1,2015-01-03,Chicken
classic_dlx_s,1,2015-01-03,Classic
hawaiian_l,1,2015-01-03,Classic
mexicana_m,1,2015-01-03,Veggie
pepperoni_l,1,2015-01-03,Classic
prsc_argla_s,1,2015-01-03,Supreme
thai_ckn_l,1,2015-01-03,Chicken
veggie_veg_m,1,2015-01-03,Veggie
bbq_ckn_m,3,2015-01-03,Chicken
big_meat_s,1,2015-01-03,Classic
cali_ckn_l,1,2015-01-03,Chicken
ckn_pesto_m,1,2015-01-03,Chicken
five_cheese_l,1,2015-01-03,Veggie
four_cheese_l,1,2015-01-03,Veggie
pep_msh_pep_s,1,2015-01-03,Classic
southw_ckn_l,1,2015-01-03,Chicken
southw_ckn_s,1,2015-01-03,Chicken
spicy_ital_l,1,2015-01-03,Supreme
thai_ckn_m,1,2015-01-03,Chicken
veggie_veg_l,1,2015-01-03,Veggie
the_greek_s,1,2015-01-03,Classic
cali_ckn_l,1,2015-01-03,Chicken
four_cheese_m,1,2015-01-03,Veggie
hawaiian_m,1,2015-01-03,Classic
the_greek_xl,1,2015-01-03,Classic
mediterraneo_s,1,2015-01-03,Veggie
spinach_fet_m,1,2015-01-03,Veggie
pepperoni_m,1,2015-01-03,Classic
southw_ckn_l,1,2015-01-03,Chicken
spinach_supr_s,1,2015-01-03,Supreme
hawaiian_s,1,2015-01-03,Classic
spinach_fet_l,1,2015-01-03,Veggie
thai_ckn_s,1,2015-01-03,Chicken
the_greek_m,1,2015-01-03,Classic
mexicana_m,1,2015-01-03,Veggie
prsc_argla_s,1,2015-01-03,Supreme
ckn_pesto_s,1,2015-01-03,Chicken
napolitana_l,1,2015-01-03,Classic
pepperoni_l,1,2015-01-03,Classic
peppr_salami_l,1,2015-01-03,Supreme
napolitana_m,1,2015-01-03,Classic
thai_ckn_l,1,2015-01-03,Chicken
ital_supr_l,1,2015-01-03,Supreme
mediterraneo_m,1,2015-01-03,Veggie
sicilian_m,1,2015-01-03,Supreme
spin_pesto_m,1,2015-01-03,Veggie
ital_veggie_m,1,2015-01-03,Veggie
thai_ckn_m,1,2015-01-03,Chicken
four_cheese_l,1,2015-01-03,Veggie
thai_ckn_m,1,2015-01-03,Chicken
classic_dlx_m,1,2015-01-03,Classic
hawaiian_s,1,2015-01-03,Classic
spicy_ital_m,1,2015-01-03,Supreme
the_greek_xl,1,2015-01-03,Classic
big_meat_s,1,2015-01-03,Classic
hawaiian_m,1,2015-01-03,Classic
pepperoni_l,1,2015-01-03,Classic
the_greek_m,1,2015-01-03,Classic
cali_ckn_l,1,2015-01-03,Chicken
pepperoni_m,1,2015-01-03,Classic
prsc_argla_m,1,2015-01-03,Supreme
prsc_argla_s,1,2015-01-03,Supreme
bbq_ckn_l,1,2015-01-03,Chicken
ital_supr_m,1,2015-01-03,Supreme
pepperoni_m,1,2015-01-03,Classic
big_meat_s,1,2015-01-03,Classic
veggie_veg_m,1,2015-01-03,Veggie
four_cheese_l,1,2015-01-03,Veggie
ital_cpcllo_s,1,2015-01-03,Classic
sicilian_m,1,2015-01-03,Supreme
hawaiian_l,1,2015-01-03,Classic
napolitana_m,1,2015-01-03,Classic
napolitana_s,1,2015-01-03,Classic
spinach_supr_m,1,2015-01-03,Supreme
thai_ckn_l,1,2015-01-03,Chicken
cali_ckn_m,1,2015-01-03,Chicken
classic_dlx_m,1,2015-01-03,Classic
veggie_veg_l,1,2015-01-03,Veggie
big_meat_s,1,2015-01-03,Classic
cali_ckn_l,1,2015-01-03,Chicken
cali_ckn_m,1,2015-01-03,Chicken
ital_cpcllo_m,1,2015-01-03,Classic
peppr_salami_l,1,2015-01-03,Supreme
hawaiian_l,1,2015-01-03,Classic
sicilian_m,1,2015-01-03,Supreme
veggie_veg_s,1,2015-01-03,Veggie
classic_dlx_l,1,2015-01-03,Classic
prsc_argla_l,1,2015-01-03,Supreme
southw_ckn_l,1,2015-01-03,Chicken
spin_pesto_l,1,2015-01-03,Veggie
thai_ckn_l,1,2015-01-03,Chicken
five_cheese_l,1,2015-01-03,Veggie
spin_pesto_l,1,2015-01-03,Veggie
five_cheese_l,1,2015-01-03,Veggie
pepperoni_s,1,2015-01-03,Classic
peppr_salami_l,1,2015-01-03,Supreme
big_meat_s,2,2015-01-03,Classic
thai_ckn_s,1,2015-01-03,Chicken
